IPK,Penghasilan,Tanggungan,Prestasi,Semester,Status_Beasiswa
3.85,6570121,5,Tidak Ada,6,Layak
3.51,4872105,4,Tidak Ada,2,Layak
3.64,1920993,4,Ada,8,Layak
3.96,6101318,5,Ada,6,Layak
2.96,4252690,5,Ada,8,Layak
3.54,4915473,4,Tidak Ada,8,Layak
2.7,3071480,5,Tidak Ada,8,Layak
3.45,3860901,3,Tidak Ada,4,Layak
3.14,4452053,4,Tidak Ada,6,Tidak Layak
2.85,5763272,4,Ada,2,Layak
2.99,7797042,4,Ada,7,Layak
3.01,5384175,3,Tidak Ada,3,Tidak Layak
2.98,2498899,3,Tidak Ada,2,Layak
2.95,2451302,3,Tidak Ada,3,Layak
2.91,8639845,2,Ada,7,Tidak Layak
3.52,3988144,3,Tidak Ada,8,Layak
2.68,6588539,3,Ada,7,Layak
2.51,1916690,2,Tidak Ada,6,Tidak Layak
3.52,6859462,3,Tidak Ada,4,Tidak Layak
3.92,3301951,3,Ada,2,Layak
3.98,2289148,4,Ada,4,Layak
3.46,2808166,3,Ada,4,Layak
2.83,4011019,1,Ada,4,Layak
3.51,8783377,4,Ada,2,Layak
2.96,4238384,3,Tidak Ada,6,Tidak Layak
3.97,2669070,3,Tidak Ada,7,Layak
3.51,8851548,5,Ada,8,Layak
3.82,8062865,2,Ada,8,Layak
3.94,5915239,3,Tidak Ada,8,Layak
3.8,5912903,5,Tidak Ada,7,Layak
3.87,7832961,4,Tidak Ada,2,Tidak Layak
2.76,8612646,5,Ada,8,Layak
2.68,9225976,3,Tidak Ada,3,Tidak Layak
2.61,8442263,5,Tidak Ada,6,Tidak Layak
3.12,6727541,3,Ada,3,Layak
3.47,5799376,3,Ada,3,Layak
2.57,6381539,5,Ada,3,Layak
3.62,9675576,5,Ada,5,Layak
2.5,7577234,1,Ada,2,Tidak Layak
3.13,5300760,2,Ada,4,Layak
3.87,2055839,2,Ada,6,Layak
2.68,6647501,1,Tidak Ada,8,Tidak Layak
3.89,5143488,1,Tidak Ada,5,Layak
3.27,6549425,3,Ada,4,Layak
3.43,2034633,1,Ada,5,Layak
3.88,2620113,2,Tidak Ada,2,Layak
3.09,8460145,5,Ada,6,Layak
3.53,6145289,1,Ada,3,Layak
3.8,3529341,2,Tidak Ada,3,Layak
2.56,3269617,2,Ada,7,Layak
2.87,2380432,4,Tidak Ada,4,Layak
2.9,9357997,1,Ada,8,Tidak Layak
3.11,3129618,3,Tidak Ada,5,Layak
3.74,4068101,1,Tidak Ada,2,Layak
2.71,9146638,3,Tidak Ada,8,Tidak Layak
2.59,6947483,3,Tidak Ada,7,Tidak Layak
3.16,5510442,4,Tidak Ada,6,Tidak Layak
3.61,9596297,2,Ada,8,Layak
3.01,9522417,2,Ada,7,Tidak Layak
2.98,2463544,3,Tidak Ada,8,Layak
2.69,2458379,2,Ada,3,Layak
2.79,5527187,5,Ada,7,Layak
2.62,5225530,5,Ada,5,Layak
3.16,7985671,2,Tidak Ada,5,Tidak Layak
3.65,6661545,3,Ada,2,Layak
3.7,2896102,4,Ada,8,Layak
3.26,4208685,3,Tidak Ada,3,Tidak Layak
2.79,9611184,5,Tidak Ada,7,Tidak Layak
3.48,6000328,4,Ada,7,Layak
2.68,7981093,3,Tidak Ada,7,Tidak Layak
3.12,4716662,2,Ada,8,Layak
2.89,5219194,2,Ada,8,Layak
3.55,7357846,3,Ada,6,Layak
2.71,9218454,2,Ada,8,Tidak Layak
3.43,6566447,5,Tidak Ada,4,Tidak Layak
3.44,4119222,5,Tidak Ada,2,Layak
3.91,4722018,2,Tidak Ada,8,Layak
3.71,1549768,1,Ada,7,Layak
3.51,3763557,2,Ada,3,Layak
3.39,9591363,5,Tidak Ada,5,Tidak Layak
2.7,7408553,3,Ada,8,Tidak Layak
2.95,3966511,1,Tidak Ada,8,Tidak Layak
3.64,8922235,1,Tidak Ada,7,Tidak Layak
3.21,3523553,4,Tidak Ada,8,Layak
3.12,2044344,4,Tidak Ada,8,Layak
3.36,6024105,1,Ada,4,Layak
2.63,1610957,1,Ada,6,Layak
3.77,2695344,1,Ada,3,Layak
3.95,9824436,5,Tidak Ada,8,Tidak Layak
2.92,8431344,2,Tidak Ada,5,Tidak Layak
3.87,5745576,1,Ada,8,Layak
2.51,6209751,3,Tidak Ada,2,Tidak Layak
2.97,2327150,4,Ada,8,Layak
3.62,6822675,2,Ada,3,Layak
3.01,4133819,1,Tidak Ada,6,Tidak Layak
2.79,3457792,4,Ada,8,Layak
3.59,5002646,2,Ada,5,Layak
3.69,8486595,5,Tidak Ada,7,Tidak Layak
3.17,3613048,2,Tidak Ada,3,Tidak Layak
3.38,8001211,4,Tidak Ada,8,Tidak Layak
3.62,5534649,1,Tidak Ada,2,Tidak Layak
3.22,6601118,3,Tidak Ada,5,Tidak Layak
3.57,1944874,2,Tidak Ada,5,Layak
3.21,6501945,4,Ada,6,Layak
3.43,5730013,2,Tidak Ada,3,Tidak Layak
3.27,5551939,2,Tidak Ada,2,Tidak Layak
3.04,8499244,1,Tidak Ada,5,Tidak Layak
3.61,7923827,3,Tidak Ada,4,Tidak Layak
3.24,8573575,2,Tidak Ada,5,Tidak Layak
3.13,5017778,2,Tidak Ada,6,Tidak Layak
3.27,6482732,4,Tidak Ada,3,Tidak Layak
2.99,5158997,5,Ada,8,Layak
3.33,9609074,4,Ada,6,Layak
2.63,4181478,3,Ada,4,Layak
2.91,7673049,5,Ada,6,Layak
3.3,6544316,1,Tidak Ada,6,Tidak Layak
3.62,4048600,3,Tidak Ada,3,Layak
3.5,9241986,2,Tidak Ada,7,Tidak Layak
3.29,6189133,2,Ada,3,Layak
3.59,2398704,3,Tidak Ada,8,Layak
3.3,9731691,4,Tidak Ada,6,Tidak Layak
3.56,5109684,1,Tidak Ada,3,Tidak Layak
3.59,4629985,4,Ada,3,Layak
3.39,4150503,5,Ada,4,Layak
3.44,5394142,4,Ada,3,Layak
3.29,7726659,2,Ada,5,Layak
2.89,5717635,5,Tidak Ada,5,Tidak Layak
3.26,3786319,2,Ada,7,Layak
3.34,4807735,1,Ada,3,Layak
3.61,8185941,5,Tidak Ada,7,Tidak Layak
3.0,9537821,2,Tidak Ada,2,Tidak Layak
3.44,4104325,3,Tidak Ada,6,Layak
3.28,5386932,1,Tidak Ada,8,Tidak Layak
3.23,9017201,4,Ada,5,Layak
3.76,8108687,2,Ada,3,Layak
3.26,4561481,2,Ada,4,Layak
3.69,9929747,5,Ada,8,Layak
3.16,2545716,2,Tidak Ada,8,Layak
3.13,5193793,4,Ada,4,Layak
3.37,4053589,2,Tidak Ada,7,Layak
2.97,6460124,4,Ada,3,Layak
3.11,6128656,3,Tidak Ada,3,Tidak Layak
3.35,5806080,5,Tidak Ada,2,Tidak Layak
2.93,9506546,2,Ada,7,Tidak Layak
3.22,4370581,1,Tidak Ada,3,Tidak Layak
2.58,6908647,2,Ada,6,Tidak Layak
2.75,7426069,5,Ada,6,Layak
2.83,4181722,2,Tidak Ada,8,Tidak Layak
2.65,3231530,4,Tidak Ada,3,Tidak Layak
3.07,8589109,4,Tidak Ada,8,Tidak Layak
3.52,7712695,4,Tidak Ada,8,Tidak Layak
3.37,4601883,1,Tidak Ada,8,Tidak Layak
3.82,2554212,3,Tidak Ada,5,Layak
3.44,6215697,2,Tidak Ada,8,Tidak Layak
3.5,1625851,3,Ada,8,Layak
2.78,9686565,1,Tidak Ada,4,Tidak Layak
3.54,6960388,5,Ada,6,Layak
2.72,2700346,5,Ada,4,Layak
2.81,7636062,4,Tidak Ada,8,Tidak Layak
2.53,5643403,4,Tidak Ada,6,Tidak Layak
2.95,4803131,1,Tidak Ada,6,Tidak Layak
3.87,6885909,4,Tidak Ada,4,Layak
2.7,9234125,2,Ada,8,Tidak Layak
3.91,5090511,2,Tidak Ada,4,Layak
3.91,2106752,1,Tidak Ada,6,Layak
3.89,8704425,3,Ada,8,Layak
3.61,7060068,5,Ada,7,Layak
2.92,7636821,4,Ada,3,Layak
2.57,1736824,4,Tidak Ada,5,Layak
3.44,5666289,3,Ada,7,Layak
2.83,3867713,1,Tidak Ada,5,Tidak Layak
3.23,3784798,5,Tidak Ada,8,Layak
2.94,2279105,2,Ada,8,Layak
3.5,6013552,3,Ada,4,Layak
3.37,5947321,1,Tidak Ada,7,Tidak Layak
3.69,9569552,3,Ada,5,Layak
3.26,3150224,3,Ada,3,Layak
3.79,2981177,1,Ada,6,Layak
3.8,7414063,4,Tidak Ada,5,Tidak Layak
3.64,8462544,2,Ada,3,Layak
3.22,9127339,5,Tidak Ada,5,Tidak Layak
3.82,5234942,2,Ada,7,Layak
3.34,5350404,5,Ada,2,Layak
3.2,2426109,5,Tidak Ada,7,Layak
2.69,5727939,4,Tidak Ada,4,Tidak Layak
3.21,5447526,1,Tidak Ada,6,Tidak Layak
3.0,2497057,5,Ada,3,Layak
3.19,6248584,5,Ada,6,Layak
3.18,5118313,3,Tidak Ada,4,Tidak Layak
3.28,8830395,1,Ada,7,Tidak Layak
2.78,2785844,1,Ada,2,Layak
3.66,8461848,4,Ada,7,Layak
3.19,6622194,4,Tidak Ada,2,Tidak Layak
2.67,2062167,1,Tidak Ada,6,Tidak Layak
3.69,3307737,4,Tidak Ada,8,Layak
3.83,1644454,2,Ada,6,Layak
3.92,6314647,4,Tidak Ada,7,Layak
2.92,9405435,5,Tidak Ada,6,Tidak Layak
3.37,7084581,1,Ada,4,Layak
3.11,8756300,3,Tidak Ada,6,Tidak Layak
3.09,7517004,4,Tidak Ada,5,Tidak Layak
2.63,8864534,3,Ada,6,Tidak Layak
3.02,6712360,1,Ada,3,Layak
3.91,1574231,2,Tidak Ada,4,Layak
3.31,4093050,2,Ada,7,Layak
3.54,6624524,4,Tidak Ada,2,Tidak Layak
3.78,6921251,5,Ada,5,Layak
3.32,4573961,1,Ada,5,Layak
2.7,2717309,3,Ada,8,Layak
3.08,8374399,4,Ada,8,Layak
2.55,5991260,3,Tidak Ada,4,Tidak Layak
3.01,7448491,4,Ada,6,Layak
2.84,4062688,2,Ada,4,Layak
2.51,6414005,2,Tidak Ada,7,Tidak Layak
2.62,2145649,3,Ada,2,Layak
3.35,4902155,2,Ada,5,Layak
2.64,5232517,3,Ada,2,Layak
3.8,9264461,3,Ada,3,Layak
2.87,3199547,4,Ada,5,Layak
2.98,4440107,2,Ada,7,Layak
3.53,1658998,4,Ada,7,Layak
2.66,7684398,1,Ada,8,Tidak Layak
2.97,3308516,4,Tidak Ada,3,Layak
2.96,5610993,2,Tidak Ada,8,Tidak Layak
3.36,6548336,4,Ada,7,Layak
2.5,9470043,3,Ada,8,Tidak Layak
3.52,8349221,2,Tidak Ada,6,Tidak Layak
3.61,1639133,2,Tidak Ada,8,Layak
2.55,1770001,5,Tidak Ada,4,Layak
3.91,7357109,2,Ada,4,Layak
2.6,2213391,1,Ada,6,Layak
3.32,4263779,2,Ada,2,Layak
2.91,5743780,2,Ada,4,Layak
3.26,2755959,4,Tidak Ada,4,Layak
3.13,8505351,3,Ada,5,Layak
3.15,8559916,4,Tidak Ada,7,Tidak Layak
2.52,2935367,1,Ada,2,Layak
3.55,3105196,4,Tidak Ada,5,Layak
2.76,4164921,3,Ada,4,Layak
2.94,5854489,4,Tidak Ada,6,Tidak Layak
3.54,9201516,1,Ada,6,Layak
3.35,2484588,2,Ada,2,Layak
3.63,9498799,5,Ada,4,Layak
2.89,6604138,5,Tidak Ada,3,Tidak Layak
3.45,3150375,3,Ada,8,Layak
2.94,2473215,4,Ada,3,Layak
2.89,3526182,1,Ada,4,Layak
2.75,4700090,2,Tidak Ada,7,Tidak Layak
3.44,6434990,4,Ada,6,Layak
3.25,9557907,1,Tidak Ada,3,Tidak Layak
3.29,7602493,3,Ada,3,Layak
2.9,2518543,4,Tidak Ada,8,Layak
2.75,5727234,2,Tidak Ada,3,Tidak Layak
3.29,8024367,3,Ada,8,Layak
3.15,2272838,5,Tidak Ada,6,Layak
2.61,3325260,3,Tidak Ada,8,Tidak Layak
2.7,4599834,5,Ada,5,Layak
3.42,4940863,2,Tidak Ada,8,Tidak Layak
3.36,8635580,5,Tidak Ada,4,Tidak Layak
3.16,9371490,5,Tidak Ada,4,Tidak Layak
2.54,7411993,3,Ada,2,Tidak Layak
3.75,9158206,2,Ada,5,Layak
3.73,9139377,3,Ada,8,Layak
2.69,9014782,4,Ada,2,Tidak Layak
3.87,8503621,4,Ada,8,Layak
3.04,8967133,4,Ada,3,Tidak Layak
2.58,6282337,2,Tidak Ada,7,Tidak Layak
3.89,3480425,2,Tidak Ada,5,Layak
3.29,4441616,3,Tidak Ada,6,Tidak Layak
3.03,2855097,4,Tidak Ada,6,Layak
2.69,5651951,1,Tidak Ada,6,Tidak Layak
2.71,5331854,5,Tidak Ada,8,Tidak Layak
3.24,5566981,2,Tidak Ada,7,Tidak Layak
3.13,2193464,3,Tidak Ada,2,Layak
3.33,6168223,5,Tidak Ada,4,Tidak Layak
3.45,8142516,4,Tidak Ada,3,Tidak Layak
3.41,3658344,2,Tidak Ada,6,Layak
3.59,4644787,5,Tidak Ada,6,Layak
2.59,9492726,1,Tidak Ada,6,Tidak Layak
2.53,1998095,5,Ada,2,Layak
3.02,4830263,5,Tidak Ada,6,Tidak Layak
3.6,4291338,4,Tidak Ada,8,Layak
3.53,9734025,4,Ada,4,Layak
3.54,6336161,1,Ada,6,Layak
3.43,6295817,4,Ada,7,Layak
2.99,4479845,5,Tidak Ada,7,Tidak Layak
3.67,3557017,2,Tidak Ada,8,Layak
3.71,5608949,5,Tidak Ada,8,Layak
3.93,8638512,3,Ada,6,Layak
2.55,8663357,1,Ada,4,Tidak Layak
3.57,1968298,4,Ada,3,Layak
3.23,6500738,4,Tidak Ada,4,Tidak Layak
3.47,3842094,1,Tidak Ada,4,Layak
3.75,6736441,3,Tidak Ada,4,Tidak Layak
3.89,7331052,2,Ada,3,Layak
3.98,4754449,3,Ada,4,Layak
2.89,7016825,1,Ada,8,Layak
2.81,3226334,4,Tidak Ada,3,Tidak Layak
3.53,5961595,5,Ada,5,Layak
2.78,9667197,4,Ada,8,Tidak Layak
2.66,6089369,3,Ada,6,Layak
2.71,7573877,3,Ada,5,Tidak Layak
3.76,5131171,4,Tidak Ada,6,Layak
2.75,7268212,4,Tidak Ada,5,Tidak Layak
3.44,3545990,5,Tidak Ada,3,Layak
3.18,2998447,4,Ada,4,Layak
3.75,9682320,5,Tidak Ada,5,Tidak Layak
2.51,6764482,2,Ada,3,Tidak Layak
2.87,8719155,2,Ada,2,Tidak Layak
3.67,1671236,2,Tidak Ada,5,Layak
3.45,3455206,4,Ada,6,Layak
3.64,1739647,2,Ada,2,Layak
3.93,6014153,1,Ada,2,Layak
3.21,4442609,1,Tidak Ada,2,Tidak Layak
2.51,9516792,2,Ada,8,Tidak Layak
3.06,9030577,2,Ada,2,Tidak Layak
3.73,4318767,3,Tidak Ada,4,Layak
3.11,7031052,2,Tidak Ada,3,Tidak Layak
2.9,4972696,5,Tidak Ada,8,Tidak Layak
3.49,4097979,4,Ada,5,Layak
3.66,6949604,5,Ada,6,Layak
3.95,3557244,3,Tidak Ada,2,Layak
2.89,5772513,3,Tidak Ada,5,Tidak Layak
3.12,9238667,3,Ada,8,Tidak Layak
2.92,9823880,4,Tidak Ada,8,Tidak Layak
3.37,8031423,2,Ada,7,Layak
3.22,4433865,4,Tidak Ada,4,Layak
3.04,4005700,3,Ada,4,Layak
3.21,5879845,3,Tidak Ada,3,Tidak Layak
3.84,6262315,1,Tidak Ada,3,Tidak Layak
2.87,1759425,2,Tidak Ada,6,Layak
3.44,7759635,4,Tidak Ada,6,Tidak Layak
2.85,3944913,3,Ada,6,Layak
2.98,5537746,4,Tidak Ada,2,Tidak Layak
3.5,4259374,3,Ada,4,Layak
2.53,4352889,3,Tidak Ada,4,Tidak Layak
3.28,3837180,4,Ada,2,Layak
3.16,9018162,1,Ada,8,Tidak Layak
3.07,2176935,5,Tidak Ada,5,Layak
2.6,1901072,2,Ada,7,Layak
3.61,9343227,1,Ada,8,Layak
2.58,9769841,2,Ada,7,Tidak Layak
3.87,1919503,1,Ada,7,Layak
2.94,9108965,2,Tidak Ada,3,Tidak Layak
3.58,2779898,1,Tidak Ada,5,Layak
2.79,2961433,2,Ada,5,Layak
3.45,2488722,2,Ada,6,Layak
3.19,9849065,5,Ada,4,Layak
2.58,1853153,1,Ada,3,Layak
3.57,5601153,3,Tidak Ada,4,Tidak Layak
2.63,2362839,3,Tidak Ada,8,Tidak Layak
2.93,1734898,3,Tidak Ada,8,Layak
2.96,6977835,5,Ada,4,Layak
2.93,2307040,3,Tidak Ada,8,Layak
3.12,3654828,1,Tidak Ada,6,Tidak Layak
2.87,9871223,3,Tidak Ada,5,Tidak Layak
3.99,6412301,5,Ada,7,Layak
2.56,2016394,2,Ada,4,Layak
3.01,9590433,3,Tidak Ada,3,Tidak Layak
3.97,8697177,1,Tidak Ada,2,Tidak Layak
2.68,2670933,2,Tidak Ada,2,Tidak Layak
3.44,6707188,1,Ada,6,Layak
3.77,2413605,4,Tidak Ada,5,Layak
3.85,7990750,3,Tidak Ada,3,Tidak Layak
3.9,7152555,4,Tidak Ada,7,Layak
3.71,1877224,5,Ada,6,Layak
2.57,7821136,2,Tidak Ada,8,Tidak Layak
3.36,4157885,5,Ada,5,Layak
3.3,3442120,3,Ada,3,Layak
3.5,9363353,5,Tidak Ada,6,Tidak Layak
3.85,8970396,4,Tidak Ada,2,Tidak Layak
3.25,5432613,1,Ada,4,Layak
3.47,3696274,5,Ada,4,Layak
3.42,5596920,1,Ada,4,Layak
3.28,9372277,5,Ada,8,Layak
2.68,6693595,5,Tidak Ada,8,Tidak Layak
2.81,4296647,1,Tidak Ada,3,Tidak Layak
3.5,1565867,5,Ada,3,Layak
3.78,8292109,4,Ada,3,Layak
2.52,4070746,2,Ada,5,Layak
2.64,4620452,1,Tidak Ada,3,Tidak Layak
2.69,8115492,4,Ada,4,Tidak Layak
2.74,6349617,5,Ada,6,Layak
2.66,4956800,1,Ada,2,Layak
3.21,6054704,2,Tidak Ada,6,Tidak Layak
3.09,3848818,5,Ada,6,Layak
3.71,4701824,2,Ada,2,Layak
3.9,1740346,3,Tidak Ada,6,Layak
3.29,7307811,2,Tidak Ada,6,Tidak Layak
2.66,6158575,2,Ada,6,Layak
3.17,1512879,3,Tidak Ada,7,Layak
3.03,3591028,2,Ada,5,Layak
2.92,5113983,1,Tidak Ada,4,Tidak Layak
3.64,8451740,3,Tidak Ada,7,Tidak Layak
2.93,1982870,1,Ada,7,Layak
3.88,7491342,5,Tidak Ada,2,Tidak Layak
2.8,5652109,2,Ada,4,Layak
3.86,8531401,1,Tidak Ada,5,Tidak Layak
2.62,4367695,5,Ada,7,Layak
3.6,6742042,4,Tidak Ada,7,Tidak Layak
2.9,7324648,4,Ada,5,Layak
3.59,4610997,3,Tidak Ada,6,Layak
2.67,3971146,3,Ada,2,Layak
3.68,9718723,3,Tidak Ada,8,Tidak Layak
2.93,5671364,5,Ada,6,Layak
3.31,5697739,2,Tidak Ada,8,Tidak Layak
3.46,2212917,2,Tidak Ada,8,Layak
3.77,8359634,3,Tidak Ada,3,Tidak Layak
2.66,5507324,3,Ada,3,Layak
2.75,3827089,2,Ada,2,Layak
3.92,8571422,4,Tidak Ada,4,Tidak Layak
2.58,3250093,4,Ada,8,Layak
2.8,4395018,3,Tidak Ada,7,Tidak Layak
3.24,7079123,4,Tidak Ada,3,Tidak Layak
3.59,4753507,4,Tidak Ada,2,Layak
2.81,1980674,5,Ada,3,Layak
2.95,5112914,1,Tidak Ada,2,Tidak Layak
3.75,2444353,3,Tidak Ada,5,Layak
3.36,3221742,5,Ada,8,Layak
2.67,9729840,3,Tidak Ada,7,Tidak Layak
2.89,7923841,3,Tidak Ada,7,Tidak Layak
2.71,9824458,4,Tidak Ada,5,Tidak Layak
2.5,9306421,2,Ada,5,Tidak Layak
3.92,4698747,3,Tidak Ada,7,Layak
3.1,3402871,2,Tidak Ada,6,Tidak Layak
3.54,7258851,3,Tidak Ada,6,Tidak Layak
2.66,6091901,2,Ada,6,Layak
3.7,2346462,4,Ada,7,Layak
3.07,3002718,5,Tidak Ada,7,Layak
3.98,3385190,4,Ada,4,Layak
3.25,5622990,2,Tidak Ada,5,Tidak Layak
2.74,7997127,3,Ada,8,Tidak Layak
3.5,4373798,2,Tidak Ada,4,Layak
3.61,6195154,2,Ada,6,Layak
3.7,7346899,4,Ada,4,Layak
3.84,8112303,3,Tidak Ada,3,Tidak Layak
3.1,6810074,1,Tidak Ada,3,Tidak Layak
3.21,2160501,3,Ada,2,Layak
3.19,4438287,2,Tidak Ada,7,Tidak Layak
3.8,6241882,4,Ada,4,Layak
3.03,3051726,2,Ada,2,Layak
3.75,4400203,5,Tidak Ada,5,Layak
3.41,9289573,4,Ada,6,Layak
3.34,3513338,1,Ada,5,Layak
2.81,5761663,5,Ada,7,Layak
3.3,3381397,4,Tidak Ada,2,Layak
2.94,2262557,2,Tidak Ada,7,Layak
3.67,6862695,3,Ada,2,Layak
2.75,8892053,5,Ada,5,Tidak Layak
3.05,2383435,1,Ada,8,Layak
3.23,9488597,5,Ada,2,Layak
3.9,5272380,5,Ada,3,Layak
3.47,9899625,3,Ada,6,Layak
3.32,1709720,2,Ada,2,Layak
2.97,9400171,2,Ada,2,Tidak Layak
2.56,8516611,5,Tidak Ada,7,Tidak Layak
3.62,2650311,1,Tidak Ada,7,Layak
3.19,6325885,4,Tidak Ada,4,Tidak Layak
3.47,2781258,4,Tidak Ada,8,Layak
2.91,3094362,2,Tidak Ada,3,Tidak Layak
3.31,6540360,2,Ada,6,Layak
3.51,5047480,4,Ada,3,Layak
3.2,1987707,4,Ada,8,Layak
2.75,8006016,4,Tidak Ada,5,Tidak Layak
3.42,7018358,3,Ada,6,Layak
3.58,4837013,5,Ada,5,Layak
3.54,6072530,3,Ada,8,Layak
3.6,3832127,3,Tidak Ada,6,Layak
2.9,6483926,2,Tidak Ada,7,Tidak Layak
3.47,4532115,3,Ada,7,Layak
2.71,8134699,3,Tidak Ada,8,Tidak Layak
3.88,4142800,3,Tidak Ada,6,Layak
3.37,6518768,3,Tidak Ada,7,Tidak Layak
3.12,5392825,4,Tidak Ada,5,Tidak Layak
2.78,4144046,1,Ada,3,Layak
3.83,7903679,1,Ada,3,Layak
3.7,1883609,4,Ada,5,Layak
2.59,3886149,1,Tidak Ada,6,Tidak Layak
3.92,6756583,1,Tidak Ada,7,Tidak Layak
3.39,3161342,3,Tidak Ada,2,Layak
3.27,6718907,3,Tidak Ada,6,Tidak Layak
3.07,7073945,3,Ada,7,Layak
2.9,7966751,3,Tidak Ada,4,Tidak Layak
2.8,2063889,2,Ada,7,Layak
3.23,6230654,3,Tidak Ada,5,Tidak Layak
3.76,4744998,2,Ada,7,Layak
2.98,3232141,1,Ada,4,Layak
2.85,8405043,2,Ada,5,Tidak Layak
3.54,3134461,1,Ada,3,Layak
3.23,4387569,5,Tidak Ada,4,Layak
2.61,3386522,1,Tidak Ada,8,Tidak Layak
3.49,2334938,1,Tidak Ada,8,Layak
3.89,7972036,1,Tidak Ada,7,Tidak Layak
3.62,5797255,3,Ada,3,Layak
3.04,8752270,2,Tidak Ada,4,Tidak Layak
3.14,4335309,1,Ada,5,Layak
3.17,4458963,1,Ada,8,Layak
3.29,9903037,1,Ada,3,Tidak Layak
3.76,4976808,4,Ada,8,Layak
2.93,5894203,1,Ada,8,Layak
3.02,7056452,1,Tidak Ada,3,Tidak Layak
3.7,4362750,5,Tidak Ada,7,Layak
3.77,4078305,1,Ada,3,Layak
2.84,5196458,5,Tidak Ada,6,Tidak Layak
2.78,2589100,5,Ada,6,Layak
2.54,9631526,5,Ada,3,Tidak Layak
2.85,3268407,5,Tidak Ada,8,Layak
3.89,4846386,3,Ada,4,Layak
3.19,7961202,4,Tidak Ada,7,Tidak Layak
3.71,3459484,4,Tidak Ada,8,Layak
3.97,6009408,1,Ada,7,Layak
2.72,4334523,3,Ada,2,Layak
3.28,8520480,4,Ada,3,Layak
2.54,1738366,3,Ada,8,Layak
2.5,9957123,5,Tidak Ada,6,Tidak Layak
3.39,2441208,2,Ada,7,Layak
2.73,4614659,4,Ada,6,Layak
3.48,7107414,1,Tidak Ada,8,Tidak Layak
3.32,3153005,4,Ada,6,Layak
3.96,7447117,4,Ada,5,Layak
3.89,9899122,1,Tidak Ada,8,Tidak Layak
3.81,9318441,2,Tidak Ada,7,Tidak Layak
3.01,2657260,1,Ada,3,Layak
2.87,4855000,3,Ada,4,Layak
3.78,2850093,4,Tidak Ada,5,Layak
3.88,5975687,1,Ada,2,Layak
3.92,7255327,3,Ada,2,Layak
3.21,3991721,3,Tidak Ada,7,Layak
3.85,4431659,3,Ada,8,Layak
2.63,8881740,5,Tidak Ada,2,Tidak Layak
2.65,9795445,1,Tidak Ada,2,Tidak Layak
3.06,8797881,3,Tidak Ada,7,Tidak Layak
3.11,4497493,3,Tidak Ada,2,Tidak Layak
3.73,4442905,4,Tidak Ada,4,Layak
3.02,6254417,3,Tidak Ada,5,Tidak Layak
3.32,1947628,2,Ada,3,Layak
2.6,4148191,5,Ada,3,Layak
3.17,2237550,3,Ada,8,Layak
3.55,4302743,3,Ada,6,Layak
3.85,8910825,1,Tidak Ada,3,Tidak Layak
2.63,8860401,2,Tidak Ada,2,Tidak Layak
2.77,6175431,4,Tidak Ada,4,Tidak Layak
2.88,2595589,2,Ada,4,Layak
3.34,3421792,3,Tidak Ada,6,Layak
3.62,6089716,4,Ada,5,Layak
3.62,7563389,1,Tidak Ada,7,Tidak Layak
3.81,4735863,4,Ada,8,Layak
3.79,5669495,5,Tidak Ada,7,Layak
3.33,2513071,1,Ada,4,Layak
3.8,4827786,5,Ada,2,Layak
2.52,8214662,2,Tidak Ada,6,Tidak Layak
3.32,6090778,2,Tidak Ada,5,Tidak Layak
3.52,9327881,2,Ada,2,Layak
3.03,2637273,2,Tidak Ada,2,Tidak Layak
3.36,1533734,4,Ada,2,Layak
3.11,8188304,1,Ada,5,Tidak Layak
3.32,7126211,4,Tidak Ada,6,Tidak Layak
2.65,8414152,2,Tidak Ada,3,Tidak Layak
3.79,5986856,3,Tidak Ada,7,Layak
2.87,7759471,1,Ada,6,Tidak Layak
3.83,9608196,5,Ada,3,Layak
3.68,8642727,5,Ada,2,Layak
3.79,7709774,4,Tidak Ada,3,Tidak Layak
2.52,5136119,4,Ada,5,Layak
3.56,9293404,3,Tidak Ada,3,Tidak Layak
2.71,5417000,4,Ada,2,Layak
3.78,2764008,4,Ada,8,Layak
4.0,5376345,1,Ada,8,Layak
2.76,9892939,1,Ada,2,Tidak Layak
2.77,6244353,1,Tidak Ada,6,Tidak Layak
2.92,2633243,5,Ada,3,Layak
3.69,6662425,4,Tidak Ada,6,Tidak Layak
3.82,2058745,4,Tidak Ada,6,Layak
3.81,4370741,4,Tidak Ada,4,Layak
2.93,2750844,2,Tidak Ada,3,Tidak Layak
2.71,2965088,5,Ada,8,Layak
2.97,8338163,2,Ada,2,Tidak Layak
3.91,9160064,2,Ada,6,Layak
3.0,1677216,5,Ada,6,Layak
3.2,3318352,4,Ada,8,Layak
2.97,3167690,1,Ada,3,Layak
2.59,6517226,4,Tidak Ada,4,Tidak Layak
3.3,8792496,1,Tidak Ada,6,Tidak Layak
3.35,3894820,1,Ada,5,Layak
3.71,5242849,5,Ada,5,Layak
3.3,2049656,3,Ada,7,Layak
3.22,4903209,2,Ada,3,Layak
3.95,3326629,2,Tidak Ada,7,Layak
2.8,2839083,1,Ada,3,Layak
2.63,3874151,2,Tidak Ada,6,Tidak Layak
2.73,4175877,3,Ada,6,Layak
2.93,4449908,2,Ada,3,Layak
2.68,7999998,2,Ada,5,Tidak Layak
